cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,synthetic_feat_1,synthetic_feat_2,synthetic_feat_3,synthetic_feat_4,synthetic_feat_5
x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,class_3,low,medium,medium,high,high
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,class_3,high,low,high,low,high
f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,class_3,high,medium,high,medium,medium
x,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,class_3,low,medium,medium,high,high
k,y,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,class_2,low,high,high,low,high
x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,class_4,high,low,high,high,medium
x,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,class_3,high,low,low,low,low
f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,class_4,high,high,high,high,low
x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,class_3,low,low,high,medium,high
f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,class_4,high,medium,medium,high,medium
f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,class_4,medium,low,low,high,medium
f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,class_4,low,high,low,low,high
f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,class_4,high,low,low,low,high
x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,class_3,low,high,high,medium,low
x,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,class_3,medium,medium,medium,high,medium
x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,class_4,low,medium,low,low,high
f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,class_4,high,high,low,medium,medium
x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,class_3,medium,medium,high,medium,high
x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,class_4,medium,medium,low,low,low
f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,class_3,high,low,medium,low,high
x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,class_3,high,medium,low,high,low
x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,class_3,high,high,medium,medium,low
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,class_4,low,medium,medium,low,high
f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,class_3,low,low,medium,medium,high
f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p,class_4,low,high,high,high,low
f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,class_1,high,medium,high,low,medium
x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,class_4,high,medium,medium,medium,medium
x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,class_4,low,medium,medium,low,low
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,class_4,medium,high,low,high,low
f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,class_3,low,low,low,high,high
x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,class_3,medium,high,low,high,high
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,class_4,high,high,high,high,low
x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,class_4,high,low,low,low,low
x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,class_4,low,high,medium,low,medium
x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,class_3,low,high,medium,medium,medium
f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d,class_3,high,medium,high,medium,medium
f,f,c,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,class_1,low,high,high,low,low
f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,class_3,high,medium,low,low,low
x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,class_4,high,high,high,medium,medium
f,f,y,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,class_4,medium,medium,medium,low,medium
f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,class_3,low,medium,medium,high,high
x,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g,class_3,high,medium,high,high,high
f,s,n,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,class_2,low,low,medium,high,low
x,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,class_3,medium,high,high,medium,high
x,s,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,class_3,medium,high,medium,low,low
x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,class_3,low,high,low,medium,low
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,class_3,low,low,high,medium,low
f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,class_3,high,medium,high,low,medium
x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,class_3,medium,high,high,medium,high
x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,class_4,medium,low,medium,high,high
x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,class_3,medium,low,low,low,high
f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,class_3,low,high,high,high,high
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,class_4,high,medium,medium,high,medium
f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,class_4,low,low,high,low,high
x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,class_4,low,high,medium,high,high
f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,class_3,low,medium,low,high,medium
f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,class_4,high,low,medium,high,high
f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,class_3,low,low,medium,low,high
f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,class_3,medium,high,high,low,medium
f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,class_3,medium,high,medium,low,medium
f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,class_4,medium,medium,high,medium,medium
x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,class_4,high,high,medium,high,medium
x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,class_4,low,high,low,medium,low
x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,class_4,high,medium,medium,medium,medium
x,s,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,class_2,low,high,high,high,high
f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,class_3,medium,medium,medium,low,high
x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,class_3,low,medium,medium,medium,high
x,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,class_3,low,medium,low,low,high
x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,class_3,low,high,high,low,low
f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,class_4,high,medium,low,high,low
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,class_4,low,high,medium,medium,low
f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,class_3,low,medium,low,medium,high
x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,class_4,low,high,medium,low,high
x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,class_4,high,medium,medium,high,medium
f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,class_3,high,low,low,medium,medium
x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,class_3,high,low,low,low,high
f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,class_4,low,low,medium,low,medium
x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,class_4,medium,medium,low,low,medium
x,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d,class_1,medium,high,low,high,high
f,y,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,class_1,medium,medium,medium,high,low
f,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d,class_3,low,medium,high,low,high
x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,class_4,medium,medium,low,low,high
x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,class_3,medium,medium,low,high,medium
f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,class_3,medium,high,high,low,medium
f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,class_4,low,medium,low,low,high
f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,class_4,medium,low,medium,high,low
f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,class_4,medium,low,low,low,high
x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,class_4,low,low,medium,low,low
f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,class_4,high,medium,high,low,low
f,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,class_3,medium,high,high,high,high
f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,class_3,high,high,high,high,high
f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,class_4,medium,high,low,high,high
f,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,class_4,low,medium,high,medium,low
f,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g,class_4,high,high,low,medium,medium
f,s,w,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,class_4,high,low,low,medium,low
x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,class_4,high,high,low,medium,low
f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p,class_3,high,medium,high,high,low
f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,class_3,medium,medium,high,low,medium
x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,class_3,medium,high,low,high,low
x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,class_3,high,medium,high,medium,low
x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,class_4,medium,high,low,high,low
f,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,class_1,high,high,high,low,medium
x,y,u,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d,class_2,high,low,medium,medium,low
x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,class_4,low,medium,high,low,medium
f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,class_4,high,low,high,low,medium
x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,class_3,medium,medium,high,low,high
f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,class_4,high,high,low,medium,high
x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p,class_3,low,medium,low,high,high
x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,class_3,medium,high,medium,medium,medium
x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,class_4,low,medium,medium,medium,high
f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,class_4,low,low,medium,high,high
x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,class_4,high,low,low,high,high
f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,class_3,low,high,medium,high,medium
f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,class_4,low,low,medium,high,low
x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,class_3,medium,high,high,low,high
f,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,class_2,low,high,medium,medium,high
x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,class_4,high,high,high,medium,high
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,class_3,high,medium,low,medium,high
x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,class_3,high,high,low,high,medium
f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p,class_3,low,low,high,medium,low
f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,class_3,medium,medium,medium,low,low
f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,class_3,high,low,low,medium,high
f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,class_3,low,high,high,medium,low
f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,class_4,high,high,low,low,high
f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,class_4,high,low,low,low,high
x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,class_3,medium,medium,medium,medium,low
x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,class_4,high,low,low,high,low
x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,class_3,medium,high,high,high,medium
x,f,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,class_4,low,medium,medium,medium,high
f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,class_4,high,high,high,medium,low
x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,class_3,low,high,high,medium,medium
f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,class_3,low,low,high,medium,low
x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,class_3,low,high,medium,high,low
f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,class_4,high,low,low,medium,high
f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,class_3,medium,medium,high,low,medium
f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,class_4,high,high,low,high,high
x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,class_3,low,high,low,high,low
f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,class_4,medium,medium,high,low,medium
f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p,class_4,low,low,low,medium,high
x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,class_3,medium,high,medium,medium,medium
f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,class_4,high,medium,medium,medium,low
x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,class_4,medium,high,low,medium,medium
f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,class_3,high,low,low,medium,low
x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,class_4,low,low,medium,low,high
f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,class_3,medium,low,low,medium,low
f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,class_3,low,low,low,low,low
f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,class_3,medium,medium,low,low,medium
f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,class_3,high,high,low,low,medium
f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,class_4,medium,medium,high,medium,high
f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,class_4,medium,low,low,medium,medium
x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,class_4,high,low,medium,high,high
x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,class_3,high,low,high,high,low
f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,class_4,high,low,high,low,low
x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,class_4,medium,high,medium,high,medium
x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,class_3,low,low,low,low,low
x,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,class_3,medium,high,high,high,low
f,y,b,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,class_2,medium,low,high,medium,high
x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,class_3,low,high,low,medium,medium
x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d,class_3,high,high,low,low,high
f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,class_3,medium,low,medium,low,low
x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,class_3,low,medium,high,medium,low
f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,class_4,high,medium,low,medium,low
f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,class_3,high,medium,low,medium,medium
f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,class_3,medium,medium,medium,high,low
x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,class_3,high,medium,high,high,low
f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,class_3,high,low,low,high,high
f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,class_3,low,low,medium,high,medium
f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,class_3,low,low,high,low,low
f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,class_3,high,low,high,low,high
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,class_3,low,low,high,high,low
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,class_4,high,low,high,low,high
f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,class_3,medium,high,medium,high,low
f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,class_4,low,high,low,high,medium
x,f,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,class_3,high,low,high,medium,medium
f,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g,class_3,high,low,high,high,high
f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,class_1,low,high,low,low,low
x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,class_3,low,high,high,high,medium
x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,class_4,medium,low,high,medium,low
f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,class_3,high,high,low,low,medium
f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,class_1,medium,medium,low,medium,high
x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,class_4,medium,medium,high,high,medium
x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,class_4,medium,medium,low,high,low
f,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,class_3,low,high,medium,high,low
x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,class_4,medium,low,medium,high,low
x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d,class_4,low,low,high,low,high
x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,class_4,low,low,high,high,high
f,s,w,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u,class_3,medium,high,low,medium,low
x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,class_3,medium,high,low,low,low
x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,class_3,high,medium,high,low,medium
f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,class_4,medium,high,high,low,medium
x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,class_3,high,medium,medium,medium,medium
x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,class_4,medium,medium,low,medium,low
f,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d,class_1,medium,low,high,medium,medium
f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d,class_3,medium,high,high,medium,low
f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,class_4,medium,low,low,high,high
x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,class_3,high,low,low,high,medium
f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,class_4,high,high,high,medium,low
f,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,class_2,medium,high,high,medium,low
x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,class_3,medium,medium,high,high,high
f,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,class_4,high,medium,low,high,high
x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,class_3,low,medium,high,medium,high
f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,class_3,low,medium,high,low,high
x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,class_4,low,low,high,low,medium
x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,class_3,high,low,medium,medium,high
x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,class_4,high,high,medium,low,low
f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g,class_3,low,medium,low,high,low
x,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,class_3,low,medium,high,low,low
f,y,e,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,class_1,medium,medium,high,medium,low
x,y,u,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d,class_1,high,low,low,low,low
x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,class_3,high,high,low,low,high
x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,class_4,low,low,low,low,low
x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p,class_4,low,high,high,high,high
f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,class_4,high,high,medium,high,high
x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,class_4,medium,low,low,high,high
f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,class_4,low,low,high,medium,high
f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,class_4,high,high,low,low,medium
x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,class_3,high,low,high,high,medium
f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,class_3,medium,low,low,high,medium
f,s,p,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,class_2,medium,high,high,low,medium
f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,class_4,low,high,low,medium,medium
x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,class_3,low,medium,medium,low,low
x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,class_3,low,low,low,medium,medium
f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,class_3,high,high,low,low,low
x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,class_4,low,low,medium,high,low
f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,class_4,high,low,low,high,high
f,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,class_4,low,high,medium,high,high
x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,class_3,medium,medium,high,medium,high
x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,class_3,medium,high,medium,low,medium
f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,class_4,high,high,medium,medium,low
f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d,class_4,medium,low,high,high,medium
x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,class_3,high,medium,medium,medium,high
